Zone,Wildlife,Pollution,Safety,Population,Volunteers
"Los Angeles County, CA, USA",43,6311,14.91706118,1214104,242
"Leelanau County, MI, USA",42,2914,1.877340557,9538233,1907
"Pinellas County, FL, USA",49,8365,14.98753871,9904308,1980
"Cecil County, MD, USA",69,5188,14.08801951,7693974,1538
"New Hanover County, NC, USA",142,10030,17.90624121,2281116,456
"Alameda County, CA, USA",89,1320,9.21866771,11589551,2317
"Volusia County, FL, USA",43,2954,20.3061616,10409900,2081
"Palm Beach County, FL, USA",111,6978,8.357157764,8732606,1746
"Palm Beach County, FL, USA",80,8420,9.485358221,8732606,1746
"Palm Beach County, FL, USA",37,2516,24.75310881,8732606,1746
"Leelanau County, MI, USA",26,4847,11.21038129,9538233,1907
"Cook County, IL, USA",150,1246,23.06774629,9067522,1813
"San Diego County, CA, USA",136,5182,23.10204323,7853477,1570
"Broward County, FL, USA",117,11374,18.22349864,2737526,547
"Cumberland County, PA, USA",91,19,20.16398044,2067544,413
"Windsor County, VT, USA",134,3111,23.14372005,12070361,2414
"Santa Cruz County, CA, USA",30,10367,18.6247196,9311168,1862
"Palm Beach County, FL, USA",124,999,15.76790287,8732606,1746
"Milwaukee County, WI, USA",43,8107,11.66595578,1417906,283
"King County, WA, USA",71,1461,17.08628777,2726805,545
"San Francisco County, CA, USA",112,10472,10.41468252,1677439,335
"Palm Beach County, FL, USA",6,11835,9.055280916,8732606,1746
"Virginia Beach, VA, USA",66,3349,24.00809467,8317810,1663
"Washington County, ME, USA",27,7633,22.91749831,6796551,1359
"Orange County, CA, USA",93,1246,3.778227145,6304735,1260
"Okaloosa County, FL, USA",4,11584,23.78671192,12234950,2446
"Washington County, RI, USA",76,6081,15.95565361,5048667,1009
"Chautauqua County, NY, USA",8,1081,2.979138826,8538532,1707
"Southampton County, VA, USA",128,3786,24.80508018,2624021,524
"Douglas County, NE, USA",2,10011,13.52772965,10514390,2102
"Los Angeles County, CA, USA",47,7571,7.398422481,1214104,242
"King County, WA, USA",124,3101,10.39980026,2726805,545
"Volusia County, FL, USA",6,2406,9.017863832,10409900,2081
"Cumberland County, ME, USA",67,5466,17.43548752,9265149,1853
"Fulton County, GA, USA",51,10307,23.00913454,576136,115
"Chesapeake, VA, USA",54,7827,12.04145477,5448198,1089
"Kings County, Brooklyn, NY, USA",94,9553,9.163966312,4380429,876
"Pinellas County, FL, USA",1,665,5.53055073,9904308,1980
"Dupage County, IL, USA",99,8244,19.84688926,7730115,1546
"Arlington County, Arlington, VA, USA",105,2810,11.23932401,4092437,818
"Arlington County, Arlington, VA, USA",72,8409,24.37064544,4092437,818
"Pinellas County, FL, USA",87,2492,21.8773197,9904308,1980
"San Diego County, CA, USA",38,9637,6.163277209,7853477,1570
"Bay County, MI, USA",110,5196,5.049758323,2089709,417
"Broward County, FL, USA",128,2642,9.145060965,2737526,547
"Broward County, FL, USA",96,2132,15.62401004,2737526,547
"St Johns County, FL, USA",92,5539,20.66956311,9244498,1848
"Baldwin County, AL, USA",33,10579,1.641285034,11219138,2243
"Cumberland County, ME, USA",115,5486,17.87486498,9265149,1853
"Camden County, GA, USA",116,6391,13.78848083,1092809,218
"Palm Beach County, FL, USA",125,4596,9.724406031,8732606,1746
"Pinellas County, FL, USA",105,1639,17.2455882,9904308,1980
"Palm Beach County, FL, USA",53,3117,19.77303144,8732606,1746
"San Diego County, CA, USA",21,6179,12.49678514,7853477,1570
"San Diego County, CA, USA",83,1407,5.471578172,7853477,1570
"Cook County, IL, USA",150,11267,21.20515831,9067522,1813
"Los Angeles County, CA, USA",51,1682,18.51682522,1214104,242
"San Diego County, CA, USA",4,7106,13.66803108,7853477,1570
"Brevard County, FL, USA",62,3870,13.95601369,10924815,2184
"Citrus County, FL, USA",135,5569,4.602517395,2427852,485
"Miami-Dade County, FL, USA",68,7561,5.818689739,4518308,903
"Hillsborough County, FL, USA",105,7406,20.03442052,2408043,481
"Leelanau County, MI, USA",46,1217,2.182417694,9538233,1907
"Humboldt County, CA, USA",130,513,2.115615566,9769130,1953
"Ventura County, CA, USA",146,1296,7.563014144,11216018,2243
"Miami-Dade County, FL, USA",131,8365,12.02850486,4518308,903
"Los Angeles County, CA, USA",115,3288,11.99447641,1214104,242
"Los Angeles County, CA, USA",37,10797,16.89228883,1214104,242
"Palm Beach County, FL, USA",131,11858,5.477377534,8732606,1746
"Washington County, RI, USA",137,2390,11.91749125,5048667,1009
"Leelanau County, MI, USA",53,7646,9.241598682,9538233,1907
"San Diego County, CA, USA",30,10821,13.15236117,7853477,1570
"Cass County, NE, USA",2,8785,16.35349879,5210789,1042
"Palm Beach County, FL, USA",85,8161,11.87969523,8732606,1746
"Palm Beach County, FL, USA",89,10607,10.29193478,8732606,1746
"San Mateo County, CA, USA",14,6468,15.58908501,7237370,1447
"Orange County, CA, USA",34,9928,17.44121182,6304735,1260
"Cook County, IL, USA",97,1791,9.050877411,9067522,1813
"Miami-Dade County, FL, USA",113,11287,5.45407355,4518308,903
"Douglas County, CO, USA",96,11469,1.181691036,10088209,2017
"Currituck County, NC, USA",85,11859,9.017059418,4103942,820
"Volusia County, FL, USA",125,10449,9.703168032,10409900,2081
"Los Angeles County, CA, USA",7,9248,14.80757004,1214104,242
"Volusia County, FL, USA",115,5103,10.21060739,10409900,2081
"Mendocino County, CA, USA",62,7439,20.06801566,9863517,1972
"Duval County, FL, USA",12,11979,20.27806133,295351,59
"Lee County, FL, USA",141,9965,6.19890281,5670726,1134
"Palm Beach County, FL, USA",121,11856,10.00023883,8732606,1746
"Sussex County, DE, USA",102,4028,6.835713762,2084925,416
"Palm Beach County, FL, USA",15,11589,16.79040577,8732606,1746
"Arlington County, Arlington, VA, USA",31,924,23.83483032,4092437,818
"Miami-Dade County, FL, USA",24,5622,17.66304259,4518308,903
"Cape May County, NJ, USA",49,1120,5.10917576,2080077,416
"Virginia Beach, VA, USA",101,3140,5.785704995,8317810,1663
"San Diego County, CA, USA",50,10158,24.4125563,7853477,1570
"Leelanau County, MI, USA",117,6024,10.85016285,9538233,1907
"East Baton Rouge Parish, LA, USA",122,527,8.139012202,3497006,699
"Colleton County, SC, USA",131,1871,22.78466699,6327439,1265
"Los Angeles County, CA, USA",82,10011,18.57607899,1214104,242
"Monmouth County, NJ, USA",109,4318,15.40811359,10682732,2136
"Volusia County, FL, USA",12,5535,12.71023671,10409900,2081
"Martin County, FL, USA",102,8231,18.13003445,1363198,272
"Pinellas County, FL, USA",101,10313,23.828113,9904308,1980
"Wood County, OH, USA",56,10603,11.94780544,7951236,1590
"Arlington County, Arlington, VA, USA",22,1343,19.72982061,4092437,818
"San Francisco County, CA, USA",40,22,6.934032179,1677439,335
"Santa Barbara County, CA, USA",43,9358,18.09089007,7045521,1409
"Prince Edward County, VA, USA",72,2313,0.484661837,2348711,469
"Erie County, PA, USA",117,1224,19.35774526,10452065,2090
"Douglas County, NE, USA",46,10687,18.25976931,10514390,2102
"Virginia Beach, VA, USA",68,9584,25.07006298,8317810,1663
"Los Angeles County, CA, USA",63,3078,17.74148263,1214104,242
"Walton County, FL, USA",20,8559,13.95077959,10587059,2117
"St Johns County, FL, USA",52,7494,5.82436117,9244498,1848
"Lee County, FL, USA",6,6411,16.55365796,5670726,1134
"Douglas County, NE, USA",40,12228,19.88434088,10514390,2102
"Colleton County, SC, USA",143,1907,9.369823,6327439,1265
"Broward County, FL, USA",73,6436,4.172517001,2737526,547
"Brevard County, FL, USA",115,3334,13.92359898,10924815,2184
"Martin County, FL, USA",63,6061,16.57560559,1363198,272
"Palm Beach County, FL, USA",121,528,15.52310715,8732606,1746
"Benzie County, MI, USA",47,420,0.432602757,644048,128
"Ada County, ID, USA",73,10366,3.889752527,4484316,896
"Palm Beach County, FL, USA",3,3168,18.38078625,8732606,1746
"Kings County, Brooklyn, NY, USA",1,10167,10.88096951,4380429,876
"Volusia County, FL, USA",60,9686,14.80987363,10409900,2081
"El Paso County, CO, USA",48,7198,20.88002311,3180546,636
"St Louis County, MN, USA",48,5603,17.72691604,12089299,2417
"Humboldt County, CA, USA",144,5976,3.542277569,9769130,1953
"Liberty County, GA, USA",110,10291,10.61881612,7707685,1541
"Washington County, OR, USA",10,659,13.24056577,4672539,934
"Indian River County, FL, USA",131,1801,22.63577095,4124460,824
"Bristol County, MA, USA",144,36,22.09826669,5763318,1152
"Washington, DC, USA",116,10783,6.592794248,8678626,1735
"Indian River County, FL, USA",8,6289,24.22504071,4124460,824
"Palm Beach County, FL, USA",26,5665,2.55286501,8732606,1746
"Hillsborough County, FL, USA",116,9975,8.014265383,2408043,481
"Los Angeles County, CA, USA",40,11571,16.92724247,1214104,242
"Duval County, FL, USA",6,9538,10.80520545,295351,59
"Colleton County, SC, USA",146,1198,14.1918162,6327439,1265
"New Haven County, CT, USA",45,755,15.55724262,11309618,2261
"Douglas County, NE, USA",139,8302,14.26081373,10514390,2102
"Palm Beach County, FL, USA",123,4795,22.66272277,8732606,1746
"Ventura County, CA, USA",4,6769,23.7770016,11216018,2243
"Kenai Peninsula Borough, AK, USA",95,9347,20.68194166,2153951,430
"Palm Beach County, FL, USA",62,3584,20.40167401,8732606,1746
"Orange County, CA, USA",84,8342,1.048409071,6304735,1260
"Worcester County, MD, USA",120,7121,11.61650924,3516629,703
"Calhoun County, AL, USA",126,1752,15.36728369,8786505,1757
"Palm Beach County, FL, USA",57,10083,3.656377291,8732606,1746
"Nassau County, NY, USA",116,2593,12.25113448,10228457,2045
"Broward County, FL, USA",99,9093,13.09533907,2737526,547
"Washington County, RI, USA",76,9346,0.681198816,5048667,1009
"Palm Beach County, FL, USA",144,4837,22.93450516,8732606,1746
"Volusia County, FL, USA",88,6031,1.32679894,10409900,2081
"Palm Beach County, FL, USA",144,8266,8.03142856,8732606,1746
"Pinellas County, FL, USA",58,956,25.03648161,9904308,1980
"Milwaukee County, WI, USA",135,9768,4.996276977,1417906,283
"St Johns County, FL, USA",4,6584,16.10158554,9244498,1848
"Escambia County, FL, USA",80,1093,13.77772028,2614549,522
"Delaware County, OH, USA",142,11660,17.40024858,8733920,1746
"San Francisco County, San Francisco, CA, USA",50,7623,3.055553056,6858464,1371
"Benzie County, MI, USA",122,7745,5.666907563,644048,128
"Los Angeles County, CA, USA",13,7285,15.87793246,1214104,242
"Dupage County, IL, USA",120,8992,11.98639263,7730115,1546
"Pinellas County, FL, USA",51,11156,16.78254524,9904308,1980
"Monterey County, CA, USA",150,3322,24.73357453,5092501,1018
"Volusia County, FL, USA",97,8010,12.61555188,10409900,2081
"Palm Beach County, FL, USA",7,4279,5.304476002,8732606,1746
"Barnstable County, MA, USA",60,9502,13.54944849,478154,95
"Anne Arundel County, MD, USA",11,10862,20.14679878,5778438,1155
"Franklin County, FL, USA",111,766,5.0342764,5890127,1178
"El Paso County, CO, USA",17,1940,24.67709881,3180546,636
"Plymouth County, MA, USA",15,6894,0.419597411,2383556,476
"Cook County, IL, USA",133,9803,11.81882666,9067522,1813
"Palm Beach County, FL, USA",67,8865,10.42260733,8732606,1746
"Clackamas County, OR, USA",71,11054,16.33543525,5903074,1180
"Alameda County, CA, USA",43,9491,5.782331453,11589551,2317
"Nueces County, TX, USA",63,11122,19.18692924,2494422,498
"San Diego County, CA, USA",145,11766,4.668336705,7853477,1570
"Palm Beach County, FL, USA",80,10638,1.763351778,8732606,1746
"Los Angeles County, CA, USA",63,9367,15.20869639,1214104,242
"Pinellas County, FL, USA",44,10172,4.784568322,9904308,1980
"Pinellas County, FL, USA",34,11192,20.39631507,9904308,1980
"King County, WA, USA",116,7025,5.535753837,2726805,545
"Milwaukee County, WI, USA",57,10709,3.591679208,1417906,283
"Pinellas County, FL, USA",42,9353,16.780862,9904308,1980
"Virginia Beach, VA, USA",105,8329,21.28064999,8317810,1663
"Santa Cruz County, CA, USA",109,11946,11.98780541,9311168,1862
"Volusia County, FL, USA",148,2185,12.7323652,10409900,2081
"San Diego County, CA, USA",45,12116,7.267714085,7853477,1570
"King County, WA, USA",55,8885,3.24186535,2726805,545
"Los Angeles County, CA, USA",58,2635,10.24098518,1214104,242
"Lee County, FL, USA",105,11618,10.75728052,5670726,1134
"Charlotte County, FL, USA",147,8955,11.33260918,6584509,1316
"Volusia County, FL, USA",106,5534,4.305949336,10409900,2081
"Hennepin County, MN, USA",69,2770,6.315085565,11537696,2307
"Solano County, CA, USA",11,5175,5.836008696,9991659,1998
"Volusia County, FL, USA",32,9423,25.07222922,10409900,2081
"Douglas County, NE, USA",3,6006,0.113381489,10514390,2102
"Anne Arundel County, MD, USA",35,10943,19.73598075,5778438,1155
"Pinellas County, FL, USA",31,6171,18.95044204,9904308,1980
"King County, WA, USA",125,7408,6.998683546,2726805,545
"Essex County, MA, USA",84,6855,24.36427964,3894399,778
"Milwaukee County, WI, USA",58,2921,16.37475108,1417906,283
"San Diego County, CA, USA",61,274,20.83398811,7853477,1570
"Hillsborough County, FL, USA",52,2927,0.618889829,2408043,481
"Santa Cruz County, CA, USA",73,1383,5.583163521,9311168,1862
"Prince William County, VA, USA",109,10771,8.409494022,3965518,793
"Manitowoc County, WI, USA",91,8099,1.087333143,11041113,2208
"St Lucie County, FL, USA",128,7146,16.26872397,7424019,1484
"Lincoln County, OR, USA",56,5088,4.123520347,3663964,732
"Douglas County, NE, USA",104,6722,16.4219697,10514390,2102
"Santa Barbara County, CA, USA",58,6356,21.84429236,7045521,1409
"Los Angeles County, CA, USA",53,4113,23.23575446,1214104,242
"Jefferson County, WA, USA",5,9385,1.745374671,5289155,1057
"Humboldt County, CA, USA",10,7783,21.33863699,9769130,1953
"Matagorda County, TX, USA",96,4869,14.38024513,1083379,216
"Baldwin County, AL, USA",100,5288,19.94838302,11219138,2243
"Barnstable County, MA, USA",150,7523,3.381863433,478154,95
"Baldwin County, AL, USA",143,783,18.40186544,11219138,2243
"Palm Beach County, FL, USA",110,3440,8.958353472,8732606,1746
"Los Angeles County, CA, USA",103,4430,3.050572891,1214104,242
"Kings County, Brooklyn, NY, USA",80,8587,20.63209515,4380429,876
"Los Angeles County, CA, USA",21,402,12.52955654,1214104,242
"Palm Beach County, FL, USA",7,8744,3.811865007,8732606,1746
"Sonoma County, CA, USA",130,4903,12.63779632,4304791,860
"Cook County, IL, USA",107,1406,3.456820751,9067522,1813
"Pinellas County, FL, USA",49,3741,14.76511733,9904308,1980
"Pinellas County, FL, USA",34,5622,10.15957709,9904308,1980
"Colleton County, SC, USA",14,1459,15.78439818,6327439,1265
"Palm Beach County, FL, USA",9,1788,22.67424211,8732606,1746
"Leelanau County, MI, USA",142,8204,8.282382764,9538233,1907
"Pinellas County, FL, USA",132,6115,19.77536939,9904308,1980
"Honolulu County, HI, USA",96,7033,9.592684873,458547,91
"Middlesex County, CT, USA",59,2863,14.89637175,7064886,1412
"San Mateo County, CA, USA",124,7168,0.985903759,7237370,1447
"Baltimore, MD, USA",128,4642,10.51077739,2127806,425
"Humboldt County, CA, USA",102,4543,13.54151384,9769130,1953
"San Diego County, CA, USA",17,9865,16.80661857,7853477,1570
"Washington, DC, USA",0,4242,18.34706512,8678626,1735
"Beaufort County, SC, USA",13,7935,21.54366397,5743868,1148
"Brevard County, FL, USA",46,10360,21.97598116,10924815,2184
"Lake County, IN, USA",24,989,25.11208765,7280588,1456
"Windham County, VT, USA",133,6919,15.13859314,7046905,1409
"Suffolk County, NY, USA",15,8419,16.93512458,9280308,1856
"Solano County, CA, USA",38,11968,13.0293252,9991659,1998
"Douglas County, NE, USA",10,4810,20.53408497,10514390,2102
"Los Angeles County, CA, USA",128,3708,10.02785405,1214104,242
"San Diego County, CA, USA",81,10143,20.07156723,7853477,1570
"Cumberland County, PA, USA",76,8585,5.254508579,2067544,413
"Los Angeles County, CA, USA",14,5935,3.60374642,1214104,242
"San Diego County, CA, USA",8,2934,7.972874449,7853477,1570
"San Diego County, CA, USA",69,2232,10.22448277,7853477,1570
"Hampton, VA, USA",24,5791,8.607274842,9345868,1869
"Jasper County, IA, USA",85,4471,3.569203653,7246436,1449
"Miami-Dade County, FL, USA",46,8831,22.60176588,4518308,903
"Manatee County, FL, USA",22,6935,12.43575582,11649638,2329
"Leelanau County, MI, USA",32,1561,20.20779347,9538233,1907
"Volusia County, FL, USA",3,5092,15.84835813,10409900,2081
"Pinellas County, FL, USA",13,10675,20.32832138,9904308,1980
"Okaloosa County, FL, USA",4,2422,12.87150498,12234950,2446
"Maui County, HI, USA",63,908,15.67560891,5575846,1115
"Arlington County, Arlington, VA, USA",107,6933,14.43736127,4092437,818
"Los Angeles County, CA, USA",10,11545,21.33291128,1214104,242
"Los Angeles County, CA, USA",11,2507,7.948874065,1214104,242
"Los Angeles County, CA, USA",79,11003,22.39449347,1214104,242
"Los Angeles County, CA, USA",77,6812,18.86624289,1214104,242
"Palm Beach County, FL, USA",118,10911,7.125712867,8732606,1746
"Santa Barbara County, CA, USA",49,10694,0.537681719,7045521,1409
"Palm Beach County, FL, USA",114,11885,14.85519403,8732606,1746
"San Diego County, CA, USA",140,2074,11.57785197,7853477,1570
"Miami-Dade County, FL, USA",108,6359,24.84618416,4518308,903
"Volusia County, FL, USA",130,10945,22.63360907,10409900,2081
"Prince Edward County, VA, USA",12,5217,7.340670489,2348711,469
"Pinellas County, FL, USA",92,7606,8.162795978,9904308,1980
"San Mateo County, CA, USA",144,7599,17.121372,7237370,1447
"Erie County, NY, USA",84,8857,14.40569996,7512282,1502
"Pinellas County, FL, USA",122,7337,18.03216646,9904308,1980
"Lincoln County, OR, USA",40,12147,17.58249926,3663964,732
"San Diego County, CA, USA",127,2974,6.277866237,7853477,1570
"Virginia Beach, VA, USA",62,5471,18.91540162,8317810,1663
"Pinellas County, FL, USA",77,2060,22.88916933,9904308,1980
"New Haven County, CT, USA",4,2065,1.76477979,11309618,2261
"Leelanau County, MI, USA",22,1489,2.770324065,9538233,1907
"Baldwin County, AL, USA",63,41,11.45825448,11219138,2243
